date,price
18/10/2017,0.02684535467621909
19/10/2017,0.026829950465728686
20/10/2017,0.030299606216252807
21/10/2017,0.028587962639027336
22/10/2017,0.027796038407662104
23/10/2017,0.026045125887389137
24/10/2017,0.02741740303131111
25/10/2017,0.027269301575107045
26/10/2017,0.026591400393809417
27/10/2017,0.026509621493760783
28/10/2017,0.025976412766541904
29/10/2017,0.02835203544137527
30/10/2017,0.028385407497551127
31/10/2017,0.03025109529644789
01/11/2017,0.023096036249201986
02/11/2017,0.021320577458857376
03/11/2017,0.022789425903364136
04/11/2017,0.021802078918245652
05/11/2017,0.022026315814418173
06/11/2017,0.022303564694850217
07/11/2017,0.022288565665913324
08/11/2017,0.025146348345649026
09/11/2017,0.03276949505442782
10/11/2017,0.02729304274337792
11/11/2017,0.027498518721010355
12/11/2017,0.024521650906143423
13/11/2017,0.025114287383622588
14/11/2017,0.0262283052840494
15/11/2017,0.02601455327855
16/11/2017,0.0271062720187573
17/11/2017,0.0259167531670733
18/11/2017,0.0265277202424606
19/11/2017,0.0277212109355903
20/11/2017,0.0300027359042463
21/11/2017,0.0285982155306659
22/11/2017,0.0287315492166677
23/11/2017,0.0279406665612257
24/11/2017,0.0285119374458932
25/11/2017,0.0306147875989473
26/11/2017,0.0385478736298579
27/11/2017,0.0504690379751281
28/11/2017,0.120725683497858
29/11/2017,0.0926358698508062
30/11/2017,0.124064710988949
01/12/2017,0.130849110282103
02/12/2017,0.135290045772832
03/12/2017,0.131928545432995
04/12/2017,0.136318229854403
05/12/2017,0.131266070674367
06/12/2017,0.128998005781454
07/12/2017,0.113499775677648
08/12/2017,0.119771110477752
09/12/2017,0.122069680246509
10/12/2017,0.110753179803104
11/12/2017,0.120168304834103
12/12/2017,0.133573902305472
13/12/2017,0.134376501748155
14/12/2017,0.217011359286374
15/12/2017,0.217634409481701
16/12/2017,0.408204448101932
17/12/2017,0.475589482657346
18/12/2017,0.506894865185778
19/12/2017,0.547831246289424
20/12/2017,0.492296744072274
21/12/2017,0.497934077786734
22/12/2017,0.414617118807978
23/12/2017,0.43637378035081
24/12/2017,0.406643144559958
25/12/2017,0.424664376944429
26/12/2017,0.449756880487314
27/12/2017,0.430559657117027
28/12/2017,0.429505402037996
29/12/2017,0.545309043550218
30/12/2017,0.67857929095975
31/12/2017,0.767634603799483
01/01/2018,0.74714042363643
02/01/2018,0.807430250865508
03/01/2018,1.0754011011838815
04/01/2018,1.1793470150411156
05/01/2018,1.0778211835149423
06/01/2018,1.093780172480279
07/01/2018,1.0528536805180457
08/01/2018,0.9418999315467624
09/01/2018,0.8662015396561794
10/01/2018,0.8164417056119962
11/01/2018,0.7274617292991923
12/01/2018,0.9623286418063227
13/01/2018,0.9379071855617376
14/01/2018,0.8418895265838228
15/01/2018,0.8224040744826202
16/01/2018,0.6382177391603058
17/01/2018,0.6495671614349702
18/01/2018,0.671356127214076
19/01/2018,0.6657514508348865
20/01/2018,0.7340009347332741
21/01/2018,0.6290330817666664
22/01/2018,0.5813511689714357
23/01/2018,0.5648508617693447
24/01/2018,0.6248776332409309
25/01/2018,0.63963832722956
26/01/2018,0.6206010251818365
27/01/2018,0.625463721730052
28/01/2018,0.6305763664855509
29/01/2018,0.5924707176465416
30/01/2018,0.5879492074894594
31/01/2018,0.5017165694625461
01/02/2018,0.4994619104070018
02/02/2018,0.41192005156171696
03/02/2018,0.39990284748947247
04/02/2018,0.448042724772298
05/02/2018,0.39506509860605493
06/02/2018,0.3100116180114175
07/02/2018,0.3599758232654266
08/02/2018,0.33025486846696983
09/02/2018,0.3423716700897969
10/02/2018,0.3772460072631502
11/02/2018,0.384454867565513
12/02/2018,0.3551576922387197
13/02/2018,0.3719208342226599
14/02/2018,0.3547574424696075
15/02/2018,0.38574353026605734
16/02/2018,0.3909104389882274
17/02/2018,0.3907621379870917
18/02/2018,0.41475537686890657
19/02/2018,0.36880412256656936
20/02/2018,0.37366498315990676
21/02/2018,0.35618085040087505
22/02/2018,0.3154844158276566
23/02/2018,0.3173495150371504
24/02/2018,0.32549417709221845
25/02/2018,0.302825129036927
26/02/2018,0.3320578669828895
27/02/2018,0.32859065924094755
28/02/2018,0.3300885506885125
01/03/2018,0.3058062343297469
02/03/2018,0.2998293451647896
03/03/2018,0.2914111343427157
04/03/2018,0.2897399328539955
05/03/2018,0.296097287595342
06/03/2018,0.29517408599932904
07/03/2018,0.27834281537457284
08/03/2018,0.24457187822296733
09/03/2018,0.21573889645183913
10/03/2018,0.21124978226718655
11/03/2018,0.20501892019922235
12/03/2018,0.21999453645458505
13/03/2018,0.22454217722034178
14/03/2018,0.22159015518213107
15/03/2018,0.20027711504949422
16/03/2018,0.1873430230133917
17/03/2018,0.18206790679910398
18/03/2018,0.15804012169192813
19/03/2018,0.15605259100982408
20/03/2018,0.19463663042717663
21/03/2018,0.20375635471668324
22/03/2018,0.21588196054455117
23/03/2018,0.20377530994314505
24/03/2018,0.18928756545591438
25/03/2018,0.18911688818908837
26/03/2018,0.18485616933790586
27/03/2018,0.1678051228600666
28/03/2018,0.15567516111215665
29/03/2018,0.15990271243968826
30/03/2018,0.14625632486959209
31/03/2018,0.14672090061322438
01/04/2018,0.15553196120838061
02/04/2018,0.1516447663657668
03/04/2018,0.15650316859491217
04/04/2018,0.17286210266382487
05/04/2018,0.15569240193401918
06/04/2018,0.15018647011781366
07/04/2018,0.1443869833475578
08/04/2018,0.14813151681847894
09/04/2018,0.1562199153361142
10/04/2018,0.1532177813959485
11/04/2018,0.15645861653266155
12/04/2018,0.16581090224514816
